"","CAMPUS","CDB00A001219R","CDB00A001019D","CDH00A001219R","CDH00A001019D","CDW00A001219R","CDW00A001019D"
"4410",101912265,24,70,36,399,-1,-1
"4411",101912267,45,44,40,754,67,18
"4412",101912268,16,25,44,676,63,8
"4413",101912269,36,11,38,616,,
"4414",101912271,27,401,36,221,30,-3
"4415",101912273,11,268,34,188,50,42
"4416",101912274,30,358,32,352,63,130
"4417",101912275,67,89,73,284,80,272
"4418",101912276,18,258,36,179,46,80
"4419",101912279,30,-3,49,404,-1,-1
"4420",101912281,40,-3,64,653,,
"4421",101912283,18,148,33,549,,
"4422",101912285,32,448,35,581,57,14
"4423",101912286,42,-3,50,978,43,37
"4424",101912287,8,13,51,575,27,15
"4425",101912289,17,161,24,238,13,-3
"4426",101912290,50,16,46,874,69,-3
"4427",101912291,0,-3,30,436,-1,-1
"4428",101912292,86,-3,48,622,85,13
"4429",101912295,32,77,28,839,38,34
"4430",101912297,100,-3,47,432,-1,-1
"4431",101912298,-1,-1,32,629,20,-3
"4432",101912299,25,320,19,240,33,9
"4433",101912300,19,201,6,359,,
"4434",101912301,78,9,92,470,100,7
"4435",101912308,94,35,89,544,,
"4436",101912310,24,395,27,4277,25,65
"4437",101912311,63,32,65,365,33,-3
"4438",101912320,,,,,,
"4439",101912321,57,-3,62,374,-1,-1
"4440",101912322,93,120,98,326,100,223
"4441",101912323,96,69,93,377,96,54
"4442",101912324,57,-3,23,246,21,14
"4443",101912328,,,,,,
"4444",101912337,68,271,59,1331,86,1345
"4445",101912338,29,550,35,2247,33,27
"4446",101912340,,,0,6,,
"4447",101912342,37,76,48,1312,22,9
"4448",101912344,55,85,58,400,66,235
"4449",101912345,100,9,92,473,-1,-1
"4450",101912348,91,228,92,290,94,35
"4451",101912350,,,,,,
"4452",101912351,,,,,,
"4453",101912352,,,,,,
"4454",101912353,54,130,46,420,67,204
"4455",101912354,,,,,,
"4456",101912355,,,,,,
"4457",101912357,,,,,,
"4458",101912358,26,442,39,-3,,
"4459",101912359,57,7,53,1039,-1,-1
"4460",101912360,,,,,,
"4461",101912364,51,109,41,1939,58,12
"4462",101912369,21,303,32,417,44,18
"4463",101912371,29,146,60,-3,,
"4464",101912372,42,83,37,950,40,-3
"4465",101912373,17,65,27,605,,
"4466",101912374,30,148,35,808,50,6
"4467",101912380,,,,,,
"4468",101912382,23,611,33,1215,41,34
"4469",101912383,52,33,67,724,83,12
"4470",101912389,36,11,52,590,80,-3
"4471",101912390,80,64,72,540,-1,-1
"4472",101912392,,,,,,
"4473",101912394,24,90,36,1197,50,18
"4474",101912395,38,149,50,742,-1,-1
"4475",101912396,35,290,51,313,58,108
"4476",101912402,,,,,,
"4477",101912455,43,7,49,309,,
"4478",101912456,5,311,8,125,50,-3
"4479",101912458,42,551,50,509,76,17
"4480",101912459,32,37,18,744,-1,-1
"4481",101912460,66,193,69,187,87,205
"4482",101912463,67,499,71,504,77,43
"4483",101912467,48,901,60,889,82,112
"4484",101912468,59,292,63,543,88,114
"4485",101912470,,,,,,
"4486",101912473,21,421,28,188,60,5
"4487",101912475,25,-3,34,402,-1,-1
"4488",101912476,25,1337,31,815,54,24
"4489",101912477,26,1111,32,666,75,8
"4490",101912478,47,32,57,42,85,48
"4491",101912479,33,688,48,413,22,9
"4492",101912480,19,380,33,825,38,13
"4493",101912483,38,119,35,256,51,89
"4494",101912484,18,74,27,183,-1,-1
"4495",101912485,38,24,39,174,-1,-1
"4496",101912486,70,311,75,219,100,7
"4497",101913001,42,1495,41,2066,53,187
"4498",101913002,76,132,75,668,86,2102
"4499",101913005,77,84,85,280,94,157
"4500",101913008,53,1202,63,1612,73,1683
"4501",101913013,49,146,72,635,75,1227
"4502",101913014,53,1486,59,1167,81,452
"4503",101913015,,,,,,
"4504",101913041,31,1205,30,2040,41,140
"4505",101913042,32,195,47,977,62,1628
"4506",101913043,46,105,57,742,68,2177
"4507",101913044,35,750,44,1212,55,1375
"4508",101913045,70,79,70,509,77,2323
"4509",101913046,30,888,43,1194,59,1039
"4510",101913047,26,833,34,1523,44,153
"4511",101913048,37,1851,45,1382,70,870
"4512",101913049,34,621,42,879,59,1197
"4513",101913101,23,170,44,379,47,59
"4514",101913102,22,304,26,513,28,58
"4515",101913103,11,205,29,586,51,-3
"4516",101913104,36,56,37,193,54,340
"4517",101913105,31,39,48,271,55,432
"4518",101913106,44,18,58,216,68,584
"4519",101913107,24,41,44,222,50,338
"4520",101913108,28,161,40,297,53,215
"4521",101913109,45,47,38,245,57,712
"4522",101913110,42,137,40,325,58,277
"4523",101913111,29,136,40,280,50,420
"4524",101913112,52,31,49,122,73,582
"4525",101913113,79,-3,58,83,76,580
"4526",101913114,31,35,53,132,60,408
"4527",101913115,12,366,23,386,32,113
"4528",101913116,48,21,60,96,67,625
"4529",101913117,13,205,32,370,17,42
"4530",101913118,31,162,42,513,51,241
"4531",101913119,30,165,40,251,59,364
"4532",101913120,36,353,43,258,63,304
"4533",101913121,39,223,53,245,65,519
"4534",101913122,32,333,36,503,34,47
"4535",101913123,18,317,29,631,37,30
"4536",101913124,41,408,54,323,75,480
"4537",101913125,29,356,34,494,61,423
"4538",101913126,38,280,55,449,69,564
"4539",101913127,31,565,38,533,51,55
"4540",101913128,42,159,44,343,54,391
"4541",101913197,,,,,,
"4542",101913198,,,,,,
"4543",101914001,62,360,61,1643,80,1890
"4544",101914002,73,288,76,913,88,1405
"4545",101914003,,,,,,
"4546",101914005,61,727,64,2064,76,467
"4547",101914007,72,319,78,1074,89,1547
"4548",101914009,54,631,56,1976,72,495
"4549",101914010,84,329,88,1041,91,1618
"4550",101914011,22,23,23,65,43,30
"4551",101914012,80,403,85,1157,89,1850
"4552",101914013,65,567,62,1314,70,463
"4553",101914033,,,,,,
"4554",101914034,,,,,,
"4555",101914041,42,267,49,1475,68,1241
"4556",101914042,41,331,41,952,56,858
"4557",101914043,51,780,51,1618,65,447
"4558",101914044,38,199,54,700,71,1085
"4559",101914045,53,652,50,1443,65,356
"4560",101914046,68,237,72,740,82,1357
"4561",101914047,64,225,67,676,82,1368
"4562",101914048,54,292,67,1087,80,1493
"4563",101914049,40,631,46,2011,54,577
"4564",101914050,71,291,78,976,83,1932
"4565",101914051,44,333,45,1666,55,417
"4566",101914052,69,433,71,983,80,2269
"4567",101914053,76,482,80,1400,85,2457
"4568",101914054,62,374,78,1188,82,1799
"4569",101914055,41,471,43,1291,56,575
"4570",101914101,25,83,31,213,63,135
"4571",101914102,56,41,58,179,78,612
"4572",101914103,47,183,43,397,61,324
"4573",101914104,33,66,43,571,59,244
"4574",101914105,31,35,42,632,56,232
"4575",101914106,19,97,31,512,49,112
"4576",101914107,38,65,49,312,52,340
"4577",101914108,42,106,51,425,53,321
"4578",101914109,42,96,48,207,63,554
"4579",101914110,48,140,50,549,56,118
"4580",101914111,44,218,41,452,58,144
"4581",101914112,65,55,74,180,88,682
"4582",101914113,49,216,46,368,62,245
"4583",101914114,44,64,60,441,62,476
"4584",101914115,17,41,57,178,71,403
"4585",101914116,37,174,53,506,60,126
"4586",101914117,77,-3,72,137,75,489
"4587",101914118,20,50,50,283,79,559
"4588",101914119,52,169,58,290,65,419
"4589",101914120,40,118,46,544,59,302
"4590",101914121,39,355,46,773,54,209
"4591",101914122,77,66,74,326,78,565
"4592",101914123,54,201,61,340,74,573
"4593",101914124,49,99,57,305,70,489
"4594",101914125,46,197,49,828,56,169
"4595",101914126,40,213,47,747,50,147
"4596",101914127,79,42,76,246,79,566
"4597",101914128,25,110,51,631,64,114
"4598",101914129,65,132,69,274,74,750
"4599",101914130,44,224,46,613,49,168
"4600",101914131,50,126,57,295,72,507
"4601",101914132,69,61,79,312,79,555
"4602",101914133,88,51,77,365,84,579
"4603",101914134,77,39,80,169,83,863
"4604",101914137,63,131,77,311,77,532
"4605",101914138,62,175,60,295,57,488
"4606",101914139,76,86,76,218,75,940
"4607",101914140,68,107,57,502,72,396
"4608",101914141,38,360,47,720,59,443
"4609",101914142,65,105,63,292,66,564
"4610",101914143,65,54,68,299,73,281
"4611",101915001,52,662,56,1237,77,1479
"4612",101915002,33,1269,39,3535,71,126
"4613",101915003,52,570,54,1721,76,1689
"4614",101915004,48,721,57,1758,70,1448
"4615",101915005,45,571,55,1675,73,1383
"4616",101915037,,,,,,
"4617",101915038,,,,,,
"4618",101915041,29,665,31,2137,42,33
"4619",101915042,38,335,36,1128,59,978
"4620",101915043,32,991,35,2742,63,168
"4621",101915044,37,515,50,1182,68,1360
"4622",101915045,34,673,49,1349,65,1493
"4623",101915046,47,358,56,917,69,2007
"4624",101915047,49,502,48,1509,62,1197
"4625",101915048,45,541,48,1420,68,1415
"4626",101915049,39,550,41,1689,50,1072
"4627",101915050,52,273,51,882,69,1274
"4628",101915101,45,138,45,377,58,282
"4629",101915102,69,26,41,329,59,255
"4630",101915103,51,112,49,264,64,439
"4631",101915104,33,232,32,578,32,72
"4632",101915105,29,68,35,719,44,16
"4633",101915106,53,97,56,185,71,455
"4634",101915107,41,166,40,418,66,311
"4635",101915108,28,120,34,788,22,18
"4636",101915109,51,91,43,312,72,273
"4637",101915110,24,42,42,465,56,294
"4638",101915111,32,165,33,253,53,353
"4639",101915112,22,297,26,592,53,15
"4640",101915113,62,104,63,373,70,370
"4641",101915114,34,74,45,364,57,322
"4642",101915115,39,153,49,318,66,480
"4643",101915116,22,254,28,294,61,304
"4644",101915117,27,291,38,604,48,44
"4645",101915118,27,100,44,529,10,10
"4646",101915119,61,88,37,390,62,264
"4647",101915120,40,87,72,188,78,541
"4648",101915121,31,196,43,528,69,431
"4649",101915122,22,124,43,491,78,9
"4650",101915123,48,98,53,352,65,470
"4651",101915124,37,81,53,243,69,552
"4652",101915125,54,56,63,216,73,430
"4653",101915126,44,209,57,433,64,313
"4654",101915127,46,194,45,641,56,382
"4655",101915128,44,188,54,617,68,404
"4656",101915129,41,138,32,649,52,281
"4657",101915130,,,,,,
"4658",101915131,76,74,65,206,75,647
"4659",101915132,51,70,48,468,68,355
"4660",101916001,40,234,51,1415,57,1107
"4661",101916002,50,6,13,30,28,96
"4662",101916009,,,,,,
"4663",101916032,,,,,,
"4664",101916041,20,193,38,812,46,610
"4665",101916042,41,92,49,542,52,470
"4666",101916043,42,161,43,1050,49,773
"4667",101916101,38,45,54,235,54,312
"4668",101916102,39,31,49,423,51,210
"4669",101916103,36,72,60,291,58,160
"4670",101916104,25,40,39,270,49,259
"4671",101916105,34,79,54,237,57,168
"4672",101916106,51,39,56,285,64,301
"4673",101916107,50,16,61,517,70,238
"4674",101917001,36,47,49,3280,52,123
"4675",101917002,49,113,50,3676,47,190
"4676",101917003,43,343,48,3080,44,63
"4677",101917004,49,991,55,3788,63,290
"4678",101917007,26,53,23,674,47,36
"4679",101917012,,,,,,
"4680",101917013,55,204,61,3696,74,371
"4681",101917014,,,,,,
"4682",101917016,68,50,70,1610,73,135
"4683",101917041,32,608,46,2106,57,154
"4684",101917042,23,53,38,2175,50,52
"4685",101917043,27,114,40,1653,53,135
"4686",101917044,20,-3,36,2121,50,24
"4687",101917045,16,70,31,1964,35,130
"4688",101917046,34,198,47,1965,69,36
"4689",101917047,24,67,39,2234,47,73
"4690",101917048,41,177,53,2544,79,68
"4691",101917049,41,415,44,2021,63,272
"4692",101917051,41,116,48,2488,63,334
"4693",101917055,,,,,,
"4694",101917101,25,-3,46,558,29,14
"4695",101917102,26,34,42,523,59,32
"4696",101917103,24,46,31,329,47,-3
"4697",101917104,9,23,33,533,73,15
"4698",101917105,30,27,35,559,13,8
"4699",101917106,40,43,38,377,41,17
"4700",101917107,,,31,359,44,45
"4701",101917108,63,24,39,540,27,11
"4702",101917109,23,56,34,448,40,-3
"4703",101917110,60,-3,35,469,-1,-1
"4704",101917111,30,109,62,277,88,17
"4705",101917112,16,31,37,299,24,21
"4706",101917113,22,18,42,724,91,11
"4707",101917114,,,49,362,47,32
"4708",101917115,5,19,29,577,13,16
"4709",101917116,,,35,589,8,13
"4710",101917117,5,20,34,616,17,18
"4711",101917118,8,13,28,519,8,-3
"4712",101917119,-1,-1,38,555,60,-3
"4713",101917120,45,11,34,537,58,12
"4714",101917122,-1,-1,33,347,50,46
"4715",101917123,25,170,38,385,40,43
"4716",101917124,41,-3,42,342,55,38
"4717",101917125,42,50,44,418,50,-3
"4718",101917126,56,32,34,285,21,28
"4719",101917127,47,45,53,308,68,44
"4720",101917128,29,41,38,470,35,69
"4721",101917129,47,45,41,263,72,18
"4722",101917130,30,30,34,433,56,-3
"4723",101917131,25,12,31,297,33,-3
"4724",101917132,29,24,44,378,59,124
"4725",101917133,,,43,390,25,-3
"4726",101917134,58,12,33,542,-1,-1
"4727",101917135,42,361,43,1427,55,74
"4728",101917136,18,44,30,1536,35,37
"4729",101917137,32,68,50,457,46,28
"4730",101917138,41,113,45,340,64,58
"4731",101917139,58,31,56,1264,66,254
"4732",101917140,39,214,51,1105,68,139
"4733",101917141,40,136,42,1720,55,67
"4734",101917142,23,149,32,1542,31,45
"4735",101917143,17,29,30,1723,32,53
"4736",101917144,28,71,39,1513,50,88
"4737",101917145,21,146,39,1613,43,104
"4738",101917146,-1,-1,36,1376,70,30
"4739",101917147,39,184,50,1078,46,87
"4740",101917148,22,95,25,201,-1,-1
"4741",101919001,32,1705,39,1873,50,571
"4742",101919002,30,2276,30,2097,40,111
"4743",101919003,21,1998,23,1578,32,44
"4744",101919018,67,502,72,1090,73,168
"4745",101919021,76,151,85,237,94,49
"4746",101919022,,,,,,
"4747",101919043,22,1230,23,1363,42,108
"4748",101919044,17,1216,28,1556,45,295
"4749",101919045,38,1026,37,1160,50,328
"4750",101919046,20,1439,22,740,23,48
"4751",101919047,16,1268,25,1599,22,60
"4752",101919048,21,1308,29,1780,37,227
"4753",101919050,56,681,56,1414,67,169
"4754",101919102,21,462,34,214,41,29
"4755",101919103,36,241,50,368,57,69
"4756",101919104,35,189,45,255,44,155
"4757",101919105,30,260,43,481,49,45
"4758",101919106,22,332,44,300,31,29
"4759",101919107,24,280,27,380,37,117
"4760",101919108,28,261,35,431,40,92
"4761",101919109,32,170,32,351,47,149
"4762",101919110,40,146,40,490,-1,-1
"4763",101919111,31,147,42,345,38,138
"4764",101919112,35,195,48,468,0,5
"4765",101919114,24,315,31,308,27,30
"4766",101919115,35,332,39,301,50,-3
"4767",101919116,18,664,43,437,8,37
"4768",101919117,18,382,29,198,35,34
"4769",101919119,36,318,46,337,50,155
"4770",101919120,31,253,48,552,90,10
"4771",101919121,39,236,53,349,51,47
"4772",101919122,46,300,50,435,59,135
"4773",101919123,19,134,34,535,,
"4774",101919124,27,296,38,617,33,6
"4775",101919125,21,505,27,223,80,-3
"4776",101919126,25,386,30,355,5,19
"4777",101919127,24,324,26,344,40,5
"4778",101919128,30,332,36,397,44,71
"4779",101919129,,,,,,
"4780",101920001,56,54,62,717,87,1630
"4781",101920003,44,153,42,2677,65,188
"4782",101920005,37,104,38,3835,56,86
"4783",101920006,47,299,59,724,84,1146
"4784",101920010,,,,,,
"4785",101920014,60,73,57,1395,85,296
"4786",101920016,36,14,37,202,63,54
"4787",101920018,100,7,93,14,95,144
"4788",101920041,30,102,33,2620,67,101
"4789",101920042,57,-3,72,505,81,2468
"4790",101920043,41,101,35,1235,78,1424
"4791",101920044,23,196,25,1987,34,67
"4792",101920045,29,359,41,1095,68,918
"4793",101920046,40,72,24,1753,33,128
"4794",101920047,45,58,32,2272,43,44
"4795",101920048,78,18,73,413,86,526
"4796",101920101,,,,,,
"4797",101920102,50,14,53,171,71,464
"4798",101920103,20,25,32,645,53,19
"4799",101920104,86,-3,80,113,78,549
"4800",101920105,-1,-1,38,838,,
"4801",101920106,28,43,24,563,46,28
"4802",101920107,42,19,57,202,67,579
"4803",101920108,36,53,46,188,72,311
"4804",101920109,0,12,65,81,75,440
"4805",101920110,41,29,38,817,58,73
"4806",101920111,31,16,45,895,31,16
"4807",101920112,100,8,81,154,88,625
"4808",101920113,24,41,26,692,42,33
"4809",101920114,23,35,16,680,35,17
"4810",101920115,88,-3,54,191,80,474
"4811",101920116,33,64,29,610,55,20
"4812",101920117,38,13,22,644,30,20
"4813",101920118,0,7,77,145,81,737
"4814",101920119,29,35,30,396,68,94
"4815",101920120,11,65,30,573,55,40
"4816",101920121,33,69,54,160,74,276
"4817",101920122,10,20,31,317,45,69
"4818",101920123,26,172,29,237,38,48
"4819",101920124,21,53,36,724,85,46
"4820",101920125,33,36,15,502,9,11
"4821",101920126,24,17,32,598,50,26
"4822",101920128,,,,,,
"4823",101920129,,,,,,
"4824",101920130,,,,,,
"4825",101920131,,,,,,
"4826",101920132,,,,,,
"4827",101921001,48,159,66,922,74,1463
"4828",101921002,75,178,78,774,86,1455
"4829",101921003,,,,,,
"4830",101921005,90,20,86,123,90,228
"4831",101921042,52,107,49,817,63,1466
"4832",101921043,55,238,63,1181,76,2497
"4833",101921044,75,63,76,857,81,1039
"4834",101921102,28,18,54,160,57,436
"4835",101921103,64,59,50,183,68,400
"4836",101921105,37,84,57,679,66,936
"4837",101921107,40,40,55,176,65,418
"4838",101921108,39,51,48,225,46,277
"4839",101921109,51,94,65,489,77,981
"4840",101921110,50,6,41,165,64,274
"4841",101921111,59,46,65,354,68,302
"4842",101921112,81,21,88,198,89,389
"4843",101921113,50,24,68,196,79,455
"4844",101921114,40,42,48,254,55,470
"4845",101921115,75,28,66,264,76,503
"4846",101921116,65,112,62,539,71,799
"4847",101924001,38,971,43,2497,52,149
"4848",101924010,,,,,,
"4849",101924012,10,-3,12,50,-1,-1
"4850",101924014,,,,,,
"4851",101924041,22,581,30,2330,30,81
"4852",101924043,24,862,31,2099,39,170
"4853",101924102,13,24,46,867,47,91
"4854",101924104,23,293,36,539,41,27
"4855",101924107,,,,,,
"4856",101924108,24,91,43,901,36,131
"4857",101924109,24,326,36,1026,28,65
"4858",101924110,,,,,,
"4859",101924111,22,295,29,622,27,67
"4860",101925001,46,26,57,338,67,983
"4861",101925004,,,,,,
"4862",101925041,44,70,31,572,44,1754
"4863",101925103,31,26,41,229,43,781
"4864",101925104,64,25,28,303,46,646
"4865",102901103,35,99,33,21,47,60
"4866",102902001,26,862,44,641,45,323
"4867",102902041,21,1270,30,1370,43,786
"4868",102902103,16,255,34,377,48,277
"4869",102902107,59,167,62,368,87,158
"4870",102902108,32,219,38,338,52,176
"4871",102902110,,,,,,
"4872",102902116,16,405,38,152,31,97
"4873",102903002,38,103,35,113,57,227
"4874",102903041,32,118,42,168,52,310
"4875",102903103,24,70,31,111,53,213
"4876",102904002,45,157,58,301,70,1320
"4877",102904010,11,1133,19,2918,22,2704
"4878",102904041,38,234,47,491,61,2529
"4879",102904102,,,,,,
"4880",102904104,41,150,54,369,65,1520
"4881",102904107,31,-3,40,72,56,266
"4882",102904108,35,26,65,46,69,236
"4883",102905001,50,14,81,16,65,266
"4884",102905041,-1,-1,48,33,62,475
"4885",102905101,100,6,29,28,64,326
"4886",102906001,58,38,39,-3,67,288
"4887",102906041,38,97,31,39,57,458
"4888",102906101,29,62,41,29,50,375
"4889",103901001,-1,-1,33,79,32,166
"4890",103902001,,,50,215,63,134
"4891",104901001,57,14,56,80,71,114
"4892",104901041,22,9,26,125,62,163
"4893",104901101,50,6,28,140,59,152
"4894",104903001,-1,-1,38,93,38,105
"4895",104907001,,,42,76,52,94
"4896",105801001,-1,-1,28,50,55,128
"4897",105802041,14,7,18,113,46,39
"4898",105802101,8,100,13,16,-1,-1
"4899",105803001,0,18,2,59,13,106
"4900",105902001,41,188,40,2496,61,576
"4901",105902041,26,109,31,2466,49,357
"4902",105902043,28,137,28,1302,54,712
"4903",105902101,44,16,33,616,36,59
"4904",105902102,43,53,31,391,66,328
"4905",105902103,7,-3,30,670,37,93
"4906",105902105,34,50,21,542,35,186
"4907",105902107,35,37,40,550,53,158
"4908",105902108,33,-3,30,629,50,66
"4909",105902109,,,,,,
"4910",105904001,52,25,68,491,83,1752
"4911",105904041,63,8,47,644,70,1674
"4912",105904042,54,26,59,433,72,1764
"4913",105904101,50,-3,37,279,66,664
"4914",105904102,60,10,33,227,58,712
"4915",105904103,60,5,51,173,61,719
"4916",105904104,47,19,57,167,61,801
"4917",105905001,67,6,49,306,74,671
"4918",105905041,50,-3,48,396,66,1260
"4919",105905101,50,8,35,348,57,975
"4920",105905102,,,,,,
"4921",105906001,71,93,58,2436,80,1337
"4922",105906002,,,,,,
"4923",105906004,40,5,18,130,46,54
"4924",105906005,47,205,47,3018,71,620
"4925",105906041,41,37,54,974,71,932
"4926",105906043,55,44,58,836,66,1386
"4927",105906044,37,67,35,1552,52,585
"4928",105906045,23,78,37,1551,52,429
"4929",105906046,14,35,27,1896,48,206
"4930",105906047,23,82,33,2008,48,363
"4931",105906101,39,23,33,514,55,274
"4932",105906103,44,27,34,696,51,153
"4933",105906106,29,24,38,401,55,256
"4934",105906107,90,-3,53,372,68,665
"4935",105906108,32,37,39,582,59,228
"4936",105906109,33,30,40,177,18,33
"4937",105906110,32,34,43,540,55,204
"4938",105906111,52,23,59,422,63,555
"4939",105906112,8,12,35,527,58,38
"4940",105906113,12,34,41,660,69,146
"4941",105906114,30,10,40,827,46,50
"4942",105906115,10,20,53,347,75,567
"4943",105906116,53,62,53,620,71,256
"4944",105906118,-1,-1,30,940,18,11
"4945",106901001,,,60,171,85,172
"4946",106901041,,,56,249,77,358
"4947",106901101,,,38,271,56,240
"4948",106901103,,,,,,
"4949",107901001,29,204,35,733,57,483
"4950",107901041,25,215,31,993,54,590
"4951",107901102,19,57,48,261,64,179
"4952",107901103,17,107,33,264,42,162
"4953",107901104,11,70,35,273,53,173
"4954",107902001,34,96,45,161,59,798
"4955",107902041,20,59,47,237,55,1003
"4956",107902101,42,12,28,32,39,150
"4957",107902102,17,42,32,118,39,513
"4958",107902103,67,6,21,24,46,146
"4959",107902104,22,58,32,149,50,642
"4960",107904001,,,67,-3,67,184
"4961",107904041,,,52,54,69,358
"4962",107904101,-1,-1,44,39,44,301
"4963",107905001,43,7,76,50,63,459
"4964",107905101,,,,,,
"4965",107905102,50,8,49,145,46,758
"4966",107905103,-1,-1,32,76,48,749
"4967",107906001,49,112,58,117,63,364
"4968",107906002,,,,,,
"4969",107906003,,,,,,
"4970",107906041,49,97,52,166,55,585
"4971",107906102,54,52,71,96,74,312
"4972",107906104,-1,-1,75,20,77,193
"4973",107907001,48,42,45,49,52,164
"4974",107908101,11,18,47,45,41,212
"4975",107910001,42,12,60,20,64,118
"4976",107910041,28,29,51,67,41,282
"4977",107910101,10,-3,48,23,47,231
"4978",108802101,,,48,588,29,7
"4979",108802102,,,47,373,57,-3
"4980",108802103,,,38,374,72,32
"4981",108804001,,,18,207,,
"4982",108804002,,,29,170,,
"4983",108804003,,,29,193,,
"4984",108804004,,,26,31,,
"4985",108807001,-1,-1,57,1385,37,51
"4986",108807002,100,8,76,1338,77,47
"4987",108807003,,,67,1427,63,27
"4988",108807004,80,5,58,1555,67,15
"4989",108807005,100,8,59,1469,57,65
"4990",108807006,-1,-1,52,1414,71,7
"4991",108807007,-1,-1,59,1492,76,17
"4992",108807008,,,53,1422,57,21
"4993",108807009,64,14,69,1442,67,30
"4994",108807010,100,5,60,1369,74,42
"4995",108807011,,,79,1360,83,29
"4996",108807012,,,63,1521,64,50
"4997",108807013,,,67,1366,80,20
"4998",108807014,,,60,1246,,
"4999",108807015,,,51,1192,64,36
"5000",108807016,-1,-1,32,436,60,15
"5001",108807017,57,-3,63,500,41,34
"5002",108807018,,,74,195,86,14
"5003",108807019,,,56,-3,-1,-1
"5004",108807020,63,186,72,1022,64,53
"5005",108807021,-1,-1,72,1351,72,46
"5006",108807022,26,39,56,1258,74,38
"5007",108807023,48,256,45,886,36,72
"5008",108807024,45,219,49,807,90,21
"5009",108807025,39,118,42,702,52,106
"5010",108807026,71,106,67,872,72,53
"5011",108807027,28,175,28,384,50,22
"5012",108807028,62,-3,55,489,60,43
"5013",108807029,30,10,46,564,64,36
"5014",108807030,50,10,43,188,44,16
"5015",108807035,65,52,63,1418,48,23
"5016",108807036,51,43,53,1190,62,60
"5017",108807037,39,56,47,877,70,61
"5018",108807038,50,16,46,146,89,18
"5019",108807039,42,-3,44,178,55,42
"5020",108807040,,,45,168,25,8
"5021",108807083,,,36,208,58,12
"5022",108807084,80,10,49,126,81,16
"5023",108807101,,,44,-3,,
"5024",108807102,60,5,55,904,54,24
"5025",108807103,,,40,931,64,14
"5026",108807104,,,51,913,52,21
"5027",108807105,83,6,49,899,65,40
"5028",108807106,-1,-1,42,875,55,22
"5029",108807107,,,44,914,79,19
"5030",108807108,,,42,883,,
"5031",108807109,69,13,50,828,63,35
"5032",108807110,,,49,884,55,-3
"5033",108807111,,,54,897,62,26
"5034",108807112,,,54,908,80,-3
"5035",108807113,,,50,905,50,-3
"5036",108807114,,,50,-3,-1,-1
"5037",108807115,-1,-1,44,578,36,11
"5038",108807116,,,51,-3,-1,-1
"5039",108807117,,,,,,
"5040",108807119,,,,,,
"5041",108807120,50,173,55,694,70,37
"5042",108807121,71,7,61,905,32,22
"5043",108807122,37,19,41,874,43,40
"5044",108807123,38,183,38,596,32,60
"5045",108807124,26,223,36,655,70,20
"5046",108807125,38,109,42,339,60,42
"5047",108807126,42,48,48,463,52,25
"5048",108807127,28,-3,37,113,-1,-1
"5049",108807128,,,,,,
"5050",108807129,,,,,,
"5051",108807130,,,,,,
"5052",108807135,27,44,46,845,81,26
"5053",108807136,41,44,43,800,68,31
"5054",108807137,35,54,35,437,49,39
"5055",108807138,,,,,,
"5056",108807139,,,,,,
"5057",108807140,,,,,,
"5058",108807183,,,,,,
"5059",108807184,,,,,,
"5060",108808101,-1,-1,57,2756,86,28
"5061",108808103,87,-3,51,654,,
"5062",108808104,,,53,1482,53,19
"5063",108808105,100,8,57,1110,50,12
"5064",108809001,,,34,301,,
"5065",108902001,-1,-1,43,3076,50,-3
"5066",108902003,,,,,,
"5067",108902006,,,10,-3,-1,-1
"5068",108902007,,,36,-3,-1,-1
"5069",108902045,,,47,2386,100,-3
"5070",108902046,,,33,-3,-1,-1
"5071",108902047,,,33,-3,-1,-1
"5072",108902048,,,37,-3,-1,-1
"5073",108902102,,,36,-3,-1,-1
"5074",108902103,,,31,546,,
"5075",108902104,-1,-1,33,520,0,-3
"5076",108902105,,,37,345,,
"5077",108902106,,,38,-3,,
"5078",108902109,,,34,-3,,
"5079",108902111,,,38,365,,
"5080",108902112,,,42,-3,,
"5081",108902113,,,26,718,,
"5082",108902114,,,40,909,,
"5083",108902115,,,39,-3,-1,-1
"5084",108902116,,,29,619,,
"5085",108902117,,,38,676,,
"5086",108902118,,,50,776,,
"5087",108903001,-1,-1,45,2102,70,-3
"5088",108903004,,,27,63,,
"5089",108903041,,,30,3033,0,7
"5090",108903102,-1,-1,42,-3,,
"5091",108903103,,,38,-3,-1,-1
"5092",108903104,,,31,678,,
"5093",108903105,,,43,798,,
"5094",108903106,,,,,,
"5095",108904001,-1,-1,45,3366,33,39
"5096",108904002,,,45,3626,71,14
"5097",108904003,-1,-1,52,3270,59,46
"5098",108904006,45,20,61,2813,63,40
"5099",108904039,,,,,,
"5100",108904040,,,,,,
"5101",108904043,,,53,2882,63,35
"5102",108904044,71,14,55,3644,63,95
"5103",108904045,-1,-1,44,3430,,
"5104",108904046,17,6,43,3668,51,47
"5105",108904047,,,35,3977,,
"5106",108904048,-1,-1,45,2712,59,39
"5107",108904101,,,66,412,50,10
"5108",108904102,,,47,753,50,20
"5109",108904103,,,53,-3,-1,-1
"5110",108904104,,,51,-3,-1,-1
"5111",108904105,,,72,589,45,11
"5112",108904106,60,-3,68,767,60,10
"5113",108904107,,,49,463,38,8
"5114",108904108,,,62,570,,
"5115",108904109,,,43,709,-1,-1
